,artist,track,lyrics,annotations,lyrics_anno,topic
0,Sheck Wes,Mo Bamba,intro yrold bitch daytrip took it to chorus i got hoes callin a young nigga phone ring ring wheres ali with the mothafuckin dope bitch bitch i be ballin like a mothafuckin pro like a huh like a huh i be ballin like my nigga mo bamba bitch sheck wes i aint a mothafuckin joke haha hahahahaha steph wes stay with the fuckin pole pa pa papa you fuck around and get poled you get poled bitch cause i got hoes so many fuckin hoes callin a young nigga phone ringring ring ringring ring ringring wheres ali with the bitch with the mothafuckin dope huh i be ballin like a mothafuckin pro like a mothafuckin pro i be ballin like my nigga mo bamba bamba sheck wes got so many flows i do it all call me drake how a nigga contro verse oh fuck shit bitch huh young sheck wes and im gettin really rich chingching see how i caught it cause im really with the shits pingping see me in the streets and i be really with a cling cling with a bad bitch bitch niggas straight rockin rock niggas straight see me when they see me they be coppin what im the best drug dealer nigga come and cop it got it young sheck wes im like the fuckin green goblin hahahaha chorus i got hoes hoes ho callin a young nigga phone phone bitch wheres ali with the mothafuckin dope with the mothafuckin dope dope with the mothafuckin dope with the mothafuckin dope bitch with the dope gettin rich with my bros bitch shit i fucked your hoe shit and she aint even let you know shit fucked up outro damn this nigga nice fuck is you talking about cause i got bitch hoes and my nigga onesix my nigga ali the daytrip nigga fuck is niggas talking about i got hoes shit young sheck wes i do it on the go uh woah uh,the daytrip nigga refers to the producer duo denzel baptiste and david biral better known as take a daytrip they have worked with other artists like juice wrld and ybn wes is shecks older brother who always stays strapped with a gun or twohes got mad poles pawls guns watch the video thats steph wes with a pole nope no its notsheck clearly has admiration for his brother as this isnt the first time hes mentioned him such as in steve jobs freestyle where he also alludes to his brothers gunrelated activities and skillscause steph wes leave you wet wet young steph wes leave you wet weti struggled a lot but i always got what i wanted you know what im saying first big one i literally got everything i want all i buy is basketball stated in sheck wes genius interviewthe hoes are the producers the managers the labels i was never talking about stated in sheck wes genius interview the hoes are the producers the managers the labels i was never talking about femalesits like i got the green so i was like im the green goblinso come get your cash you know what im saying if i was the green goblin who would be spiderman to me i dont know my struggled a lot but i always got what i wanted you know what im saying first big one i literally got everything i want all i buy is basketball lot of people think i was calling drake a troll but i was saying call me drake how i controlla like his song controlla but then the beat messed up but then it just got to a whole new type of energy and i guess that exhibited my many is ma friend yoshi hes in new york but hes in the studio with us he sometimes just go random start talkin random i remember he was rollin up and we was waitin on him to roll up so i end up start rappin a song with a blunt whatever so im like wheres ali with the mothafuckin dope but he was right there in the studio with me you listen halfway through the song where im like fuck shit you can kinda hear ali like yo in the background because the beat ended right there cause thats how long it was thats how we made it but then he hurried up and extended the beat,intro yrold bitch daytrip took it to chorus i got hoes callin a young nigga phone ring ring wheres ali with the mothafuckin dope bitch bitch i be ballin like a mothafuckin pro like a huh like a huh i be ballin like my nigga mo bamba bitch sheck wes i aint a mothafuckin joke haha hahahahaha steph wes stay with the fuckin pole pa pa papa you fuck around and get poled you get poled bitch cause i got hoes so many fuckin hoes callin a young nigga phone ringring ring ringring ring ringring wheres ali with the bitch with the mothafuckin dope huh i be ballin like a mothafuckin pro like a mothafuckin pro i be ballin like my nigga mo bamba bamba sheck wes got so many flows i do it all call me drake how a nigga contro verse oh fuck shit bitch huh young sheck wes and im gettin really rich chingching see how i caught it cause im really with the shits pingping see me in the streets and i be really with a cling cling with a bad bitch bitch niggas straight rockin rock niggas straight see me when they see me they be coppin what im the best drug dealer nigga come and cop it got it young sheck wes im like the fuckin green goblin hahahaha chorus i got hoes hoes ho callin a young nigga phone phone bitch wheres ali with the mothafuckin dope with the mothafuckin dope dope with the mothafuckin dope with the mothafuckin dope bitch with the dope gettin rich with my bros bitch shit i fucked your hoe shit and she aint even let you know shit fucked up outro damn this nigga nice fuck is you talking about cause i got bitch hoes and my nigga onesix my nigga ali the daytrip nigga fuck is niggas talking about i got hoes shit young sheck wes i do it on the go uh woah uhthe daytrip nigga refers to the producer duo denzel baptiste and david biral better known as take a daytrip they have worked with other artists like juice wrld and ybn wes is shecks older brother who always stays strapped with a gun or twohes got mad poles pawls guns watch the video thats steph wes with a pole nope no its notsheck clearly has admiration for his brother as this isnt the first time hes mentioned him such as in steve jobs freestyle where he also alludes to his brothers gunrelated activities and skillscause steph wes leave you wet wet young steph wes leave you wet weti struggled a lot but i always got what i wanted you know what im saying first big one i literally got everything i want all i buy is basketball stated in sheck wes genius interviewthe hoes are the producers the managers the labels i was never talking about stated in sheck wes genius interview the hoes are the producers the managers the labels i was never talking about femalesits like i got the green so i was like im the green goblinso come get your cash you know what im saying if i was the green goblin who would be spiderman to me i dont know my struggled a lot but i always got what i wanted you know what im saying first big one i literally got everything i want all i buy is basketball lot of people think i was calling drake a troll but i was saying call me drake how i controlla like his song controlla but then the beat messed up but then it just got to a whole new type of energy and i guess that exhibited my many is ma friend yoshi hes in new york but hes in the studio with us he sometimes just go random start talkin random i remember he was rollin up and we was waitin on him to roll up so i end up start rappin a song with a blunt whatever so im like wheres ali with the mothafuckin dope but he was right there in the studio with me you listen halfway through the song where im like fuck shit you can kinda hear ali like yo in the background because the beat ended right there cause thats how long it was thats how we made it but then he hurried up and extended the beat,2.0
1,Kodak Black,ZEZE (feat. Travis Scott & Offset),intro got that dope chorus travis scott ice water turned atlantic freeze nightcrawlin in the phantom skrrt skrrt told them hoes that dont you panic took an island yeah flood the mansion big water dropped the roof more expansion drive a coupe you can stand in its lit see the bitches undercover in the sheets im an ass and titty lover big ass guess we all made for each other now that all the dawgs free yeah yeah and we out in these streets alright can you do it can you pop it for me refrain kodak black pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit verse offset offset blow the brains out the coupe boo police wanna talk but im on mute woowoo hey ima bust her wrist down cause she cute ice fuck her on a yacht dive in a pool yeah she an addict addict addict for the lifestyle and the patek patek big daddy have you ever felt chanel fabrics chanel i be drippin to death i need a casket drippin and we got more stripes than the ref he foul tec him bow stripes in the middle of the field like david beckham field bowbow all my niggas locked up for real im tryna help em free free when i got a mil got me the chills dont know what happened hoo chills pop pills do what you feel im on that zombie hey hoo im more like gaddafi im not no gandhi gaddafi hey im more like im david goliath runnin hey hey niggas be clonin i find it funny clone haha we from the nawf straight out of the dungeon we from the nawf hey i go in her mouth she cant tell me nothin eghck eghck egchk the watch is out of your budget woo woo meanmuggin got me clutchin yeah and this stick right out of russia chorus travis scott ice water turned atlantic freeze nightcrawlin in the phantom skrrt skrrt told them hoes that dont you panic took an island yeah flood the mansion big water dropped the roof more expansion drive a coupe you can stand in its lit bitches undercover in the sheets im an ass and titty lover big ass guess we all made for each other now that all the dawgs free yeah yeah and we out in these streets alright can you do it can you pop it for me refrain kodak black pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit verse kodak black in a hellcat cause im a hellraiser selfmade i dont owe a nigga nann favor when you get that money nigga keep your heart im slidin in a coupe aint got no key to start i got the fire on me in bet awards when your well run dry you know you need me for it when i pull up in the buick you know what im doin if the police get behind me im fleein and eludin sleepin on the palette turned me to a savage im a project baby now i stay in calabasas like i still serve fiends like im still jackin i be sippin on lean tryna keep balance hit that zwalk dickies with my reeboks i dont say much i just let the heat talk your jewelry water whip diamonds like rerock my lil baby ride the dick like a seatlock when i stepped up on the scene i was on a bean when i jumped up out the beam i was in celine baby girl you just a fling that aint what i mean money bustin out my jeans like i do the scheme refrain kodak black pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit outro uhhuh ha ohahoh uhhuh ha ohahoh uhhuh ha ohahoh uhhuh ha ohahoh,told them hold it dont you panicthere is a saying money is the root of evilkodak believes that people switchup when they get moneykodak black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card fraudeghck is pusha ts trademark adlib travis scott and pushat are both signed to good music,intro got that dope chorus travis scott ice water turned atlantic freeze nightcrawlin in the phantom skrrt skrrt told them hoes that dont you panic took an island yeah flood the mansion big water dropped the roof more expansion drive a coupe you can stand in its lit see the bitches undercover in the sheets im an ass and titty lover big ass guess we all made for each other now that all the dawgs free yeah yeah and we out in these streets alright can you do it can you pop it for me refrain kodak black pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit verse offset offset blow the brains out the coupe boo police wanna talk but im on mute woowoo hey ima bust her wrist down cause she cute ice fuck her on a yacht dive in a pool yeah she an addict addict addict for the lifestyle and the patek patek big daddy have you ever felt chanel fabrics chanel i be drippin to death i need a casket drippin and we got more stripes than the ref he foul tec him bow stripes in the middle of the field like david beckham field bowbow all my niggas locked up for real im tryna help em free free when i got a mil got me the chills dont know what happened hoo chills pop pills do what you feel im on that zombie hey hoo im more like gaddafi im not no gandhi gaddafi hey im more like im david goliath runnin hey hey niggas be clonin i find it funny clone haha we from the nawf straight out of the dungeon we from the nawf hey i go in her mouth she cant tell me nothin eghck eghck egchk the watch is out of your budget woo woo meanmuggin got me clutchin yeah and this stick right out of russia chorus travis scott ice water turned atlantic freeze nightcrawlin in the phantom skrrt skrrt told them hoes that dont you panic took an island yeah flood the mansion big water dropped the roof more expansion drive a coupe you can stand in its lit bitches undercover in the sheets im an ass and titty lover big ass guess we all made for each other now that all the dawgs free yeah yeah and we out in these streets alright can you do it can you pop it for me refrain kodak black pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit verse kodak black in a hellcat cause im a hellraiser selfmade i dont owe a nigga nann favor when you get that money nigga keep your heart im slidin in a coupe aint got no key to start i got the fire on me in bet awards when your well run dry you know you need me for it when i pull up in the buick you know what im doin if the police get behind me im fleein and eludin sleepin on the palette turned me to a savage im a project baby now i stay in calabasas like i still serve fiends like im still jackin i be sippin on lean tryna keep balance hit that zwalk dickies with my reeboks i dont say much i just let the heat talk your jewelry water whip diamonds like rerock my lil baby ride the dick like a seatlock when i stepped up on the scene i was on a bean when i jumped up out the beam i was in celine baby girl you just a fling that aint what i mean money bustin out my jeans like i do the scheme refrain kodak black pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit pull up in a demon on god on god lookin like i still do fraud fraud flyin private jet with the rod rod this that z shit this that z shit this that z shit outro uhhuh ha ohahoh uhhuh ha ohahoh uhhuh ha ohahoh uhhuh ha ohahohtold them hold it dont you panicthere is a saying money is the root of evilkodak believes that people switchup when they get moneykodak black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card black is no stranger to runins with the law he has been arrested multiple times on counts of false imprisonment possession of marijuana and criminal sexual conduct in may of he was sentenced to days in prison for violating his house arrest giving rise to a movement within the rap community advocating for his release kodak completed his time in august of this line may allude to one of kodaks affiliates jackboy who in august of was arrested for a slew of felony charges including robbery with a firearm aggravated battery causing bodily harm or disability and credit card fraudeghck is pusha ts trademark adlib travis scott and pushat are both signed to good music,4.0
2,Travis Scott,SICKO MODE,part i intro drake astro yeah sun is down freezin cold thats how we already know winters here my dawg would probably do it for a louis belt thats just all he know he dont know nothin else i tried to show em yeah i tried to show em yeah yeah yeah yeah yeah goin on you with the pick and roll young la flame he in sicko mode part ii verse travis scott the notorious woo made this here with all the ice on in the booth at the gate outside when they pull up they get me loose yeah jump out boys thats nike boys hoppin out coupes this shit way too big when we pull up give me the loot gimme the loot was off the remy had a papoose had to hit my old town to duck the news two four hour lockdown we made no moves now its am and im back up poppin with the crew i just landed in chase b mix this pop like jamba juice different colored chains think my jeweler really sellin fruits and they chokin man know the crackers wish it was a noose bridge big hawk swae lee somesomesomesomeone said to win the retreat we all in too deep plplplayin for keeps dont play us for weak someone said to win the retreat we all in too deep plplplayin for keeps dont play us for weak verse travis scott uncle luke yeah this shit way too formal yall know i dont follow suit stacey dash most of these girls aint got a clue all of these hoes i made off records i produced i might take all my exes and put em all in a group hit my eses i need the bootch bout to turn this function to bonnaroo told her hop in you comin too in the bitches treat me like im uncle luke dont stop pop that pussy had to slop the top off its just a roof uh she said where we goin i said the moon we aint even make it to the room she thought it was the ocean its just the pool now i got her open its just the goose who put this shit together im the glue bridge travis scott big hawk swae lee someone said shorty facetimed me out the blue someone said plplayin for keeps someone said motherfuckersomeone said dont play us for weak part iii intro travis scott drake yah astro yeah yeah tay keith fuck these niggas up ayy ayy chorus drake travis scott shes in love with who i am back in high school i used to bus it to the dance yeah now i hit the fbo with duffels in my hands i did half a xan hours til i land had me out like a light ayy yeah like a light ayy yeah verse drake travis scott like a light ayy slept through the flight ayy knocked for the night ayy man this shit got double bedroom man i still got scores to settle man i crept down the block down the block made a right yeah right cut the lights yeah what paid the price yeah niggas think its sweet nah never its on sight yeah what nothin nice yeah baguettes in my ice aw man jesus christ yeah checks over stripes yeah thats what i like yeah thats what we like yeah lost my respect you not a threat when i shoot my shot that shit wetty like im sheck bitch see the shots that i took ayy wet like im book ayy wet like im lizzie i be spinnin valley circle blocks til im dizzy yeah what like where is he yeah what no one seen him yeah yeah im tryna clean em yeah chorus drake travis scott shes in love with who i am back in high school i used to bus it to the dance now i hit the fbo with duffels in my hands woo i did half a xan hours til i land had me out like a light like a light like a light like a light like a light like a light like a light verse travis scott yeah passed the dawgs a celly sendin texts aint sendin kites yeah he said keep that on lock i say you know this shit its stife yeah its absolute yeah yeah im back reboot its lit laferrari to jamba juice yeah skrrt skrrt we back on the road they jumpin off no parachute yeah shawty in the back she said she workin on her glutes yeah oh my god aint by the book yeah this how it look yeah bout a check yeah check just check the foots yeah pass this to my daughter ima show her what it took yeah baby mama cover forbes got these other bitches shook yeah,in order to settle his scores drake goes down the block where his enemy was cut the lights so he isnt spotted and made his enemy pay the price in this case that enemy is kanye west who drake had a beef with when he recorded his parts of the song the price paid here is the loss of the alleged adidas deal that was ruined by kanye associate pusha ts diss track story of adidonfurther evidence supporting this theory is explained in this tweet which compares the location of drakes house to kanyes house may also be talking metaphorically about his entry in the rap game and his very successful career while paying the price for everything that comes with success such as intimacy and line could be referring to travis relationship with kylie jenner the couple went public in may of their use of facetime occurred during the nyc ksubi party in october the event celebrated the launch of travis scotts signature collection with the australian allegedly wants to come after kanye west as he is the reason why pusha t found out about drakes son and the adidas deal before drake could make the news public first hear about the news in pusha ts diss track called the story of adidon the budden speculation goes that drake came clean about it to kanye west while they were working on yes album together but then kanye backbit drake and told pusha t about it so he could use it in his diss track and expose travis scott is a producer for music kanyes record circle is a major street that runs through san fernando valley in los angeles it connects the valley to the affluent hidden hills community in calabasas where drake as well as many other celebrities reside famous calabasas residents include kanye and kim kardashianwest justin bieber jennifer lopez and the rock amongst scott is paying homage to houston rapper big hawk who was murdered in hawk was a member of the screwed up click a houston rap group which also featured dj screw who is the subject of the song screwin an interview with rolling stone travis longtime arcollaborator sickamore mentioned that he felt like travis wasnt getting the credit he deserved as a rapper travis shared this sentiment feeling as though people werent respecting him within the rap chorus is almost a direct shot back at those who doubt travis it speaks to his mentality regarding how hes coming to attack the rap game hes playing for keeps and warning everyone not to play him for weaktravis and his amorous lady friend begin intercourse before reaching the bedroom she thought his love ran deep like an ocean but it was shallow like a travis could be referring to a literal swimming pool visual distortions are common sideeffects from illicit drugs such as cocaine macropsia the neurological condition that causes small objects to appear large is a common sideeffect from using cocaineese is usually used to describe mexicanamerican gang members over time people in america have used it to address anyone of latin origin in is slang for cocaine the term originated in washington heights new york latinos are widely known for the production of cocaine in south america kanye west also mentions hitting bootch on his track firesniffed a lil bootch off the nailthis could mean that he went to his hometown missouri city texas to dodge the press and paparazzi as of the city has a small population of which contrasts from los angeles population of almost milliontwo four hour lockdown means twenty four hour lockdowna phrase usually applied to criminals in prison travis uses lockdown to show that he had complete focus while finishing the uses a commercial plane as a private jet hire the boeing typically seats upwards of people and this customized version apparently has two virgin america named one of their planes the air drake after him,part i intro drake astro yeah sun is down freezin cold thats how we already know winters here my dawg would probably do it for a louis belt thats just all he know he dont know nothin else i tried to show em yeah i tried to show em yeah yeah yeah yeah yeah goin on you with the pick and roll young la flame he in sicko mode part ii verse travis scott the notorious woo made this here with all the ice on in the booth at the gate outside when they pull up they get me loose yeah jump out boys thats nike boys hoppin out coupes this shit way too big when we pull up give me the loot gimme the loot was off the remy had a papoose had to hit my old town to duck the news two four hour lockdown we made no moves now its am and im back up poppin with the crew i just landed in chase b mix this pop like jamba juice different colored chains think my jeweler really sellin fruits and they chokin man know the crackers wish it was a noose bridge big hawk swae lee somesomesomesomeone said to win the retreat we all in too deep plplplayin for keeps dont play us for weak someone said to win the retreat we all in too deep plplplayin for keeps dont play us for weak verse travis scott uncle luke yeah this shit way too formal yall know i dont follow suit stacey dash most of these girls aint got a clue all of these hoes i made off records i produced i might take all my exes and put em all in a group hit my eses i need the bootch bout to turn this function to bonnaroo told her hop in you comin too in the bitches treat me like im uncle luke dont stop pop that pussy had to slop the top off its just a roof uh she said where we goin i said the moon we aint even make it to the room she thought it was the ocean its just the pool now i got her open its just the goose who put this shit together im the glue bridge travis scott big hawk swae lee someone said shorty facetimed me out the blue someone said plplayin for keeps someone said motherfuckersomeone said dont play us for weak part iii intro travis scott drake yah astro yeah yeah tay keith fuck these niggas up ayy ayy chorus drake travis scott shes in love with who i am back in high school i used to bus it to the dance yeah now i hit the fbo with duffels in my hands i did half a xan hours til i land had me out like a light ayy yeah like a light ayy yeah verse drake travis scott like a light ayy slept through the flight ayy knocked for the night ayy man this shit got double bedroom man i still got scores to settle man i crept down the block down the block made a right yeah right cut the lights yeah what paid the price yeah niggas think its sweet nah never its on sight yeah what nothin nice yeah baguettes in my ice aw man jesus christ yeah checks over stripes yeah thats what i like yeah thats what we like yeah lost my respect you not a threat when i shoot my shot that shit wetty like im sheck bitch see the shots that i took ayy wet like im book ayy wet like im lizzie i be spinnin valley circle blocks til im dizzy yeah what like where is he yeah what no one seen him yeah yeah im tryna clean em yeah chorus drake travis scott shes in love with who i am back in high school i used to bus it to the dance now i hit the fbo with duffels in my hands woo i did half a xan hours til i land had me out like a light like a light like a light like a light like a light like a light like a light verse travis scott yeah passed the dawgs a celly sendin texts aint sendin kites yeah he said keep that on lock i say you know this shit its stife yeah its absolute yeah yeah im back reboot its lit laferrari to jamba juice yeah skrrt skrrt we back on the road they jumpin off no parachute yeah shawty in the back she said she workin on her glutes yeah oh my god aint by the book yeah this how it look yeah bout a check yeah check just check the foots yeah pass this to my daughter ima show her what it took yeah baby mama cover forbes got these other bitches shook yeahin order to settle his scores drake goes down the block where his enemy was cut the lights so he isnt spotted and made his enemy pay the price in this case that enemy is kanye west who drake had a beef with when he recorded his parts of the song the price paid here is the loss of the alleged adidas deal that was ruined by kanye associate pusha ts diss track story of adidonfurther evidence supporting this theory is explained in this tweet which compares the location of drakes house to kanyes house may also be talking metaphorically about his entry in the rap game and his very successful career while paying the price for everything that comes with success such as intimacy and line could be referring to travis relationship with kylie jenner the couple went public in may of their use of facetime occurred during the nyc ksubi party in october the event celebrated the launch of travis scotts signature collection with the australian allegedly wants to come after kanye west as he is the reason why pusha t found out about drakes son and the adidas deal before drake could make the news public first hear about the news in pusha ts diss track called the story of adidon the budden speculation goes that drake came clean about it to kanye west while they were working on yes album together but then kanye backbit drake and told pusha t about it so he could use it in his diss track and expose travis scott is a producer for music kanyes record circle is a major street that runs through san fernando valley in los angeles it connects the valley to the affluent hidden hills community in calabasas where drake as well as many other celebrities reside famous calabasas residents include kanye and kim kardashianwest justin bieber jennifer lopez and the rock amongst scott is paying homage to houston rapper big hawk who was murdered in hawk was a member of the screwed up click a houston rap group which also featured dj screw who is the subject of the song screwin an interview with rolling stone travis longtime arcollaborator sickamore mentioned that he felt like travis wasnt getting the credit he deserved as a rapper travis shared this sentiment feeling as though people werent respecting him within the rap chorus is almost a direct shot back at those who doubt travis it speaks to his mentality regarding how hes coming to attack the rap game hes playing for keeps and warning everyone not to play him for weaktravis and his amorous lady friend begin intercourse before reaching the bedroom she thought his love ran deep like an ocean but it was shallow like a travis could be referring to a literal swimming pool visual distortions are common sideeffects from illicit drugs such as cocaine macropsia the neurological condition that causes small objects to appear large is a common sideeffect from using cocaineese is usually used to describe mexicanamerican gang members over time people in america have used it to address anyone of latin origin in is slang for cocaine the term originated in washington heights new york latinos are widely known for the production of cocaine in south america kanye west also mentions hitting bootch on his track firesniffed a lil bootch off the nailthis could mean that he went to his hometown missouri city texas to dodge the press and paparazzi as of the city has a small population of which contrasts from los angeles population of almost milliontwo four hour lockdown means twenty four hour lockdowna phrase usually applied to criminals in prison travis uses lockdown to show that he had complete focus while finishing the uses a commercial plane as a private jet hire the boeing typically seats upwards of people and this customized version apparently has two virgin america named one of their planes the air drake after him,1.0
